step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
494,CASH_IN,2340.91,C994059063,8422.72,6081.81,C309090763,2782.94,5123.85,0,0
4,TRANSFER,3541.95,C800159855,19451.27,15909.32,C225187278,66498.23,70040.18,0,0
666,PAYMENT,8959.72,C921481399,5839.05,0.0,M113911594,93235.17,102194.89,0,0
442,CASH_OUT,420.62,C464705934,46787.67,46367.05,C827073228,99157.82,99578.44,0,0
29,PAYMENT,1544.59,C578682852,19335.76,17791.17,M395173284,6893.34,8437.93,0,0
109,TRANSFER,2184.77,C803847215,45248.73,43063.96,C472682501,54525.13,56709.9,0,0
610,TRANSFER,976.94,C224914488,6217.89,5240.95,C578836011,83528.88,84505.82,0,0
727,PAYMENT,2379.16,C240319274,49130.39,46751.23,M764386296,40097.41,42476.57,0,0
75,CASH_OUT,2449.22,C237692807,7808.95,5359.73,C196773493,75472.82,77922.04,0,0
146,CASH_OUT,4621.53,C175340755,49015.57,44394.04,C853248016,99340.98,103962.51,0,0
128,PAYMENT,4472.16,C724876061,44794.59,40322.43,M156099676,30150.55,34622.71,0,0
42,TRANSFER,389.4,C392082104,34368.02,33978.62,C943749994,54604.51,54993.91,0,0
356,PAYMENT,467.49,C689445145,34200.58,33733.09,M957223819,27191.94,27659.43,0,0
41,CASH_OUT,633.77,C395535336,4683.66,4049.89,C755790751,46004.37,46638.14,0,0
34,PAYMENT,761.92,C828515653,16279.4,15517.48,M242230258,6158.33,6920.25,0,0
17,TRANSFER,2083.11,C705448515,16375.67,14292.56,C900368412,81.04,2164.15,0,0
677,PAYMENT,996.85,C660999498,3990.77,2993.92,M984870554,22342.43,23339.28,0,0
153,PAYMENT,7647.04,C526160886,13544.59,5897.55,M776110720,61666.72,69313.76,0,0
378,CASH_OUT,319.76,C272811995,24497.44,24177.68,C864473779,34875.99,35195.75,0,0
588,CASH_OUT,712.52,C546450379,27426.03,26713.51,C745803293,15612.07,16324.59,0,0
599,TRANSFER,5073.4,C646803091,47058.25,41984.85,C804651353,59337.57,64410.97,0,0
629,CASH_OUT,2199.67,C768687332,26854.28,24654.61,C929989930,79520.84,81720.51,0,0
342,TRANSFER,1987.02,C935809350,22904.66,20917.64,C237905160,36288.8,38275.82,0,0
27,PAYMENT,2260.63,C869175385,44042.44,41781.81,M860204688,76321.74,78582.37,0,0
287,PAYMENT,731.77,C660143849,8799.12,8067.35,M478838401,57245.36,57977.13,0,0
646,TRANSFER,3587.91,C939052719,39558.11,0.0,C256402496,28694.71,28694.71,1,0
731,CASH_OUT,1720.59,C266577169,32945.7,31225.11,C707832248,61034.67,62755.26,0,0
168,DEBIT,113.82,C629315045,46554.73,46440.91,C370923778,17719.52,17833.34,0,0
610,PAYMENT,492.48,C396355606,24444.5,23952.02,M173495098,10295.53,10788.01,0,0
268,TRANSFER,4245.54,C923608628,49902.73,45657.19,C933534318,88585.48,92831.02,0,0
455,PAYMENT,1062.97,C141010959,23014.18,21951.21,M916787994,67976.02,69038.99,0,0
685,CASH_OUT,3716.91,C418423784,7521.0,3804.09,C181570911,28535.58,32252.49,0,0
401,CASH_OUT,2726.98,C371130038,36178.24,33451.26,C373565604,45051.56,47778.54,0,0
476,PAYMENT,901.91,C264794991,9265.88,8363.97,M464777601,4094.14,4996.05,0,0
702,CASH_OUT,344.65,C872244004,24098.29,23753.64,C460385517,90084.02,90428.67,0,0
634,CASH_OUT,4116.95,C532124116,9405.24,5288.29,C748908308,156.23,4273.18,0,0
558,PAYMENT,2580.66,C559891510,38520.07,35939.41,M731855175,44383.15,46963.81,0,0
576,TRANSFER,899.54,C933227579,24592.03,23692.49,C187383912,36894.69,37794.23,0,0
130,CASH_OUT,1857.04,C563521100,30177.75,28320.71,C567385375,74901.19,76758.23,0,0
363,PAYMENT,2371.25,C682315963,41783.02,39411.77,M992457256,28940.98,31312.23,0,0
705,TRANSFER,10.3,C397504931,8787.29,8776.99,C571456304,73008.53,73018.83,0,0
693,PAYMENT,2780.55,C530209329,22372.96,19592.41,M557675406,69032.12,71812.67,0,0
292,TRANSFER,2673.35,C824704472,3386.49,713.14,C911080590,57212.21,59885.56,0,0
371,CASH_OUT,220.47,C157584253,9978.37,9757.9,C952153621,6882.49,7102.96,0,0
29,TRANSFER,3880.02,C857122223,39704.38,0.0,C806631110,26447.93,26447.93,1,0
149,PAYMENT,4363.69,C132937625,8298.22,3934.53,M747363337,19377.92,23741.61,0,0
296,PAYMENT,861.8,C944914096,43837.11,42975.31,M943115115,36752.01,37613.81,0,0
11,CASH_OUT,447.48,C325720833,45253.83,44806.35,C558704271,91392.74,91840.22,0,0
512,PAYMENT,2904.74,C720586404,42021.45,39116.71,M212795699,70189.31,73094.05,0,0
676,TRANSFER,334.12,C282904743,45222.39,44888.27,C874536027,49637.63,49971.75,0,0
113,PAYMENT,4885.57,C866627602,35361.75,30476.18,M795791898,24422.05,29307.62,0,0
187,CASH_OUT,1640.44,C838058326,16359.96,14719.52,C822513537,12289.06,13929.5,0,0
227,DEBIT,6019.56,C724357281,11044.05,5024.49,C845981598,33778.61,39798.17,0,0
310,DEBIT,2574.24,C135158693,47850.13,45275.89,C794919727,48523.36,51097.6,0,0
98,PAYMENT,844.0,C632057581,27539.48,26695.48,M391100860,15808.45,16652.45,0,0
55,CASH_OUT,1582.96,C624867238,28404.98,26822.02,C857055548,34181.34,35764.3,0,0
623,PAYMENT,1889.09,C895701111,39974.17,38085.08,M919166438,545.66,2434.75,0,0
664,CASH_OUT,4225.64,C905919861,27501.36,23275.72,C979344595,25831.46,30057.1,0,0
406,PAYMENT,4953.63,C716762248,20444.19,15490.56,M204313316,76870.1,81823.73,0,0
69,CASH_OUT,2877.23,C739191441,14157.0,11279.77,C319763780,1206.43,4083.66,0,0
312,TRANSFER,876.05,C229978456,30470.08,29594.03,C386175004,86797.71,87673.76,0,0
289,DEBIT,1884.95,C471427409,36161.93,34276.98,C783051140,12719.65,14604.6,0,0
548,CASH_OUT,354.94,C693870199,34871.39,34516.45,C634967434,83515.26,83870.2,0,0
148,TRANSFER,658.77,C110316050,6600.8,5942.03,C481165060,11163.85,11822.62,0,0
467,DEBIT,907.63,C455231681,6981.0,6073.37,C769277460,45292.29,46199.92,0,0
739,PAYMENT,193.86,C427358795,4180.78,3986.92,M657973214,36337.28,36531.14,0,0
244,CASH_IN,5411.81,C653340716,23208.49,17796.68,C334458150,63427.69,68839.5,0,0
491,CASH_OUT,332.11,C712861945,28624.87,28292.76,C856177308,68987.98,69320.09,0,0
507,CASH_IN,2988.73,C102854643,46911.17,43922.44,C476765265,8094.9,11083.63,0,0
365,PAYMENT,1766.34,C526575388,12306.15,10539.81,M571966026,6779.99,8546.33,0,0
482,PAYMENT,4461.03,C973859314,25808.1,21347.07,M251125065,42712.49,47173.52,0,0
201,CASH_OUT,3382.66,C795491262,45111.4,41728.74,C203666782,35520.21,38902.87,0,0
154,DEBIT,3570.06,C536259005,46469.38,42899.32,C159655292,69122.49,72692.55,0,0
450,PAYMENT,1359.7,C310129738,16952.22,15592.52,M956450804,97638.47,98998.17,0,0
501,PAYMENT,4494.06,C933601740,44192.95,39698.89,M946542228,93404.76,97898.82,0,0
73,PAYMENT,253.84,C417354658,39124.14,38870.3,M719796131,65351.33,65605.17,0,0
713,DEBIT,1474.35,C400802922,26232.1,24757.75,C169716033,1297.09,2771.44,0,0
296,CASH_OUT,13064.91,C423515271,1935.95,0.0,C933556190,44975.08,44975.08,1,0
17,PAYMENT,7401.79,C839505944,46941.99,39540.2,M636560652,1358.3,8760.09,0,0
641,PAYMENT,219.47,C284488255,35142.57,34923.1,M311843831,66720.04,66939.51,0,0
217,TRANSFER,2132.34,C834927165,45751.04,43618.7,C861057364,18040.14,20172.48,0,0
61,PAYMENT,953.22,C750333850,40389.93,39436.71,M234850708,89991.24,90944.46,0,0
616,CASH_OUT,3264.23,C935635053,1103.83,0.0,C697656258,87069.3,90333.53,0,0
42,TRANSFER,3332.5,C197336245,41647.12,38314.62,C987924201,79325.52,82658.02,0,0
25,CASH_OUT,5.23,C904927415,6805.35,6800.12,C374421856,45808.2,45813.43,0,0
39,DEBIT,4679.07,C218421415,29073.82,24394.75,C869749770,45173.51,49852.58,0,0
131,TRANSFER,637.66,C751984783,22174.75,21537.09,C496608209,73759.59,74397.25,0,0
498,PAYMENT,8451.63,C555026588,30889.54,22437.91,M778489739,51287.56,59739.19,0,0
229,CASH_OUT,5901.07,C664530926,28366.33,22465.26,C958219637,52033.35,57934.42,0,0
108,PAYMENT,533.84,C285087502,40822.17,40288.33,M299621285,20642.93,21176.77,0,0
172,DEBIT,2533.81,C627561321,33313.07,30779.26,C903674019,55009.04,57542.85,0,0
435,PAYMENT,883.69,C758079460,49076.04,48192.35,M202988188,16592.97,17476.66,0,0
478,CASH_OUT,276.7,C404966916,3883.72,3607.02,C257970889,46794.68,47071.38,0,0
102,PAYMENT,5183.73,C324543292,13597.53,8413.8,M774621462,96186.94,101370.67,0,0
524,PAYMENT,503.65,C614905151,29297.96,28794.31,M308631053,89382.05,89885.7,0,0
275,TRANSFER,1370.99,C381168102,22737.43,21366.44,C845981884,37145.25,38516.24,0,0
613,CASH_IN,6453.78,C417510120,1689.58,0.0,C556453013,82112.24,88566.02,0,0
44,CASH_IN,200.86,C584814837,46666.83,46465.97,C927965248,84546.48,84747.34,0,0
17,PAYMENT,2004.52,C663879605,2175.57,171.05,M780217060,64839.85,66844.37,0,0
330,PAYMENT,2127.42,C144165595,38541.69,36414.27,M750799380,31727.76,33855.18,0,0
569,TRANSFER,3604.94,C192953327,33089.97,29485.03,C739184677,29229.1,32834.04,0,0
497,PAYMENT,4393.05,C328156274,31789.17,27396.12,M892908895,41473.16,45866.21,0,0
12,CASH_OUT,1384.74,C538882235,27161.54,25776.8,C781213006,50205.85,51590.59,0,0
318,TRANSFER,3408.35,C241207988,38985.89,35577.54,C743276391,61420.85,64829.2,0,0
592,CASH_OUT,6037.1,C483529429,35245.59,29208.49,C572704510,80234.9,86272.0,0,0
216,CASH_OUT,5439.74,C389729232,21996.73,16556.99,C506872469,49255.78,54695.52,0,0
339,TRANSFER,1746.98,C164439459,22909.01,21162.03,C225716016,5394.24,7141.22,0,0
661,CASH_OUT,2340.05,C957233702,31687.23,29347.18,C578694272,92009.75,94349.8,0,0
81,PAYMENT,2798.03,C581472112,25267.22,22469.19,M643118776,57051.79,59849.82,0,0
727,PAYMENT,4279.65,C585345516,34644.1,30364.45,M301311838,21239.83,25519.48,0,0
485,CASH_OUT,1776.84,C103017286,24224.47,22447.63,C949810891,25021.07,26797.91,0,0
374,PAYMENT,301.68,C776542563,19155.66,18853.98,M919671546,83099.62,83401.3,0,0
710,PAYMENT,1221.56,C369919862,15651.78,14430.22,M534751827,95238.24,96459.8,0,0
200,DEBIT,3189.22,C848199172,39946.34,36757.12,C614209234,14157.6,17346.82,0,0
537,CASH_OUT,2449.08,C178914660,20794.67,18345.59,C445816822,95563.23,98012.31,0,0
466,TRANSFER,3505.9,C986421839,40537.99,37032.09,C872283644,65448.94,68954.84,0,0
89,CASH_OUT,1737.64,C209456257,6502.9,4765.26,C717526639,63491.13,65228.77,0,0
268,PAYMENT,484.13,C737552979,38999.23,38515.1,M378959542,41112.24,41596.37,0,0
655,CASH_IN,311.01,C434055804,16963.45,16652.44,C118774376,91732.95,92043.96,0,0
571,PAYMENT,1645.89,C261433590,13736.22,12090.33,M270033412,32069.42,33715.31,0,0
489,CASH_OUT,580.81,C459844268,30681.09,30100.28,C284656468,15546.51,16127.32,0,0
538,CASH_OUT,10085.8,C632775679,28040.01,17954.21,C557292820,82573.62,92659.42,0,0
47,TRANSFER,558.96,C623969521,34187.93,33628.97,C211064924,5985.17,6544.13,0,0
288,CASH_OUT,2096.3,C401095211,21321.88,19225.58,C960683016,11758.05,13854.35,0,0
16,DEBIT,9.42,C152191746,38204.38,38194.96,C636952231,32303.69,32313.11,0,0
711,CASH_OUT,736.39,C452183521,36344.22,35607.83,C274954229,89769.96,90506.35,0,0
401,PAYMENT,754.85,C147330714,42323.7,41568.85,M323521546,14037.62,14792.47,0,0
86,TRANSFER,3353.41,C166027795,45218.31,41864.9,C755910332,8101.33,11454.74,0,0
250,DEBIT,1716.09,C141163625,1619.8,0.0,C758498846,50579.79,52295.88,0,0
391,TRANSFER,35.41,C927473672,44668.03,44632.62,C909414952,32702.53,32737.94,0,0
335,CASH_OUT,1196.75,C312315395,31283.24,30086.49,C493010383,20150.17,21346.92,0,0
629,TRANSFER,2592.55,C126143926,19316.06,16723.51,C227293436,21214.41,23806.96,0,0
519,PAYMENT,2536.36,C220455585,32329.5,29793.14,M735276559,174.78,2711.14,0,0
137,PAYMENT,143.49,C174089611,12747.0,12603.51,M957301651,81313.72,81457.21,0,0
688,CASH_IN,6614.62,C570057499,3476.25,0.0,C908189019,26509.31,33123.93,0,0
498,CASH_OUT,714.2,C395906501,730.63,16.43,C992941513,83870.01,84584.21,0,0
727,PAYMENT,5558.11,C380180580,16873.33,11315.22,M686043639,11838.84,17396.95,0,0
477,DEBIT,605.13,C201671796,25448.56,24843.43,C682061407,28598.62,29203.75,0,0
594,TRANSFER,2102.46,C650881693,40419.41,38316.95,C194052550,17348.39,19450.85,0,0
223,CASH_OUT,1307.53,C769756874,46026.45,44718.92,C713673936,98773.31,100080.84,0,0
372,PAYMENT,2181.8,C968434152,36809.62,34627.82,M726053460,43069.69,45251.49,0,0
402,DEBIT,1727.2,C242683859,43559.7,41832.5,C152147528,71624.98,73352.18,0,0
443,TRANSFER,10.12,C720702134,33877.73,33867.61,C957853838,90591.85,90601.97,0,0
490,CASH_OUT,1087.09,C967589363,48239.59,47152.5,C810190428,94598.69,95685.78,0,0
615,PAYMENT,33.2,C460975992,23965.87,23932.67,M175028288,37288.72,37321.92,0,0
273,PAYMENT,2880.03,C525289881,25491.62,22611.59,M363333686,68768.72,71648.75,0,0
526,PAYMENT,4806.75,C710977446,11871.14,7064.39,M468766011,75310.27,80117.02,0,0
159,CASH_IN,1219.17,C228740937,28869.24,27650.07,C568374941,77604.83,78824.0,0,0
152,PAYMENT,1865.06,C965494308,46527.26,44662.2,M933404760,51008.39,52873.45,0,0
620,CASH_OUT,175.26,C156926281,18529.88,18354.62,C606167943,25811.45,25986.71,0,0
188,PAYMENT,1221.14,C440381320,16017.74,14796.6,M156802059,10952.83,12173.97,0,0
98,PAYMENT,378.75,C919406662,41321.7,40942.95,M772787147,28202.61,28581.36,0,0
131,PAYMENT,172.22,C445987782,18396.39,18224.17,M319942293,2465.95,2638.17,0,0
171,CASH_OUT,476.96,C520343339,46758.76,46281.8,C465722827,428.87,905.83,0,0
183,CASH_OUT,5121.83,C138157774,34401.04,29279.21,C372625037,43003.2,48125.03,0,0
364,CASH_IN,10077.01,C896295842,20826.49,10749.48,C139782945,60146.48,70223.49,0,0
39,DEBIT,5289.34,C677079872,10745.16,5455.82,C358599666,97367.75,102657.09,0,0
527,PAYMENT,8744.08,C366577317,42365.6,33621.52,M167888114,66002.9,74746.98,0,0
497,CASH_OUT,3285.81,C312525532,1082.04,0.0,C135336005,72418.45,75704.26,0,0
516,TRANSFER,440.01,C699237397,27323.18,26883.17,C681258466,10598.61,11038.62,0,0
349,DEBIT,2075.53,C848533154,30819.11,28743.58,C608422645,11997.14,14072.67,0,0
397,PAYMENT,3293.16,C128358229,17721.31,14428.15,M471349750,81288.48,84581.64,0,0
722,CASH_OUT,1806.1,C632074183,14473.32,12667.22,C643453902,31342.68,33148.78,0,0
161,PAYMENT,2027.33,C802307875,40936.46,38909.13,M351927457,31693.99,33721.32,0,0
16,PAYMENT,2210.87,C333005699,28667.79,26456.92,M694297807,83977.97,86188.84,0,0
493,PAYMENT,1577.36,C472911573,6855.07,5277.71,M949144222,91533.97,93111.33,0,0
426,PAYMENT,863.3,C804765370,38803.22,37939.92,M498120174,4332.61,5195.91,0,0
108,TRANSFER,2538.55,C980720434,48395.36,45856.81,C199785159,89043.45,91582.0,0,0
450,CASH_OUT,142.48,C638796360,39276.37,39133.89,C362009006,15164.04,15306.52,0,0
311,CASH_OUT,473.62,C338888835,32754.92,32281.3,C504780620,26006.43,26480.05,0,0
739,PAYMENT,6489.4,C620352412,19164.43,12675.03,M821803152,43269.09,49758.49,0,0
170,PAYMENT,1682.57,C954746241,31499.49,29816.92,M452516717,47065.86,48748.43,0,0
546,TRANSFER,4315.49,C156561836,6839.5,2524.01,C969909684,52613.9,56929.39,0,0
414,DEBIT,3246.51,C422739066,15319.56,12073.05,C760100723,22863.54,26110.05,0,0
251,PAYMENT,971.76,C982676952,20201.44,19229.68,M674765236,93427.48,94399.24,0,0
141,TRANSFER,4074.63,C549116817,4706.08,631.45,C713624682,4548.59,8623.22,0,0
274,PAYMENT,244.41,C230055120,43030.88,42786.47,M201483189,83431.18,83675.59,0,0
416,TRANSFER,5203.17,C774564983,21658.44,16455.27,C967713905,94448.23,99651.4,0,0
608,PAYMENT,2857.96,C544257516,36059.34,33201.38,M283642754,10991.29,13849.25,0,0
739,PAYMENT,6550.72,C932415339,30118.7,23567.98,M481821290,59764.43,66315.15,0,0
39,PAYMENT,5651.67,C525461879,6613.16,961.49,M803425330,75469.47,81121.14,0,0
29,PAYMENT,1201.15,C165167091,34206.57,33005.42,M691424019,12931.99,14133.14,0,0
477,PAYMENT,4864.35,C899304503,45582.5,40718.15,M340942414,48262.88,53127.23,0,0
318,CASH_OUT,2074.65,C706560815,15095.85,13021.2,C769495149,82609.39,84684.04,0,0
245,PAYMENT,432.31,C715843832,31264.49,30832.18,M909532970,36483.06,36915.37,0,0
697,PAYMENT,4428.3,C720806909,5757.37,1329.07,M605682346,21715.82,26144.12,0,0
272,PAYMENT,5967.74,C790905772,13382.95,7415.21,M730351632,45440.55,51408.29,0,0
440,DEBIT,225.84,C505893779,2423.21,2197.37,C184604677,56594.11,56819.95,0,0
239,CASH_OUT,6672.97,C486406643,8949.75,2276.78,C632791225,11736.73,18409.7,0,0
377,CASH_OUT,2303.65,C575357364,47647.99,45344.34,C507328922,32528.78,34832.43,0,0
266,TRANSFER,70.6,C232973753,8546.49,8475.89,C549719121,49380.59,49451.19,0,0
359,PAYMENT,1956.09,C204383672,25566.67,23610.58,M789778853,30194.98,32151.07,0,0
340,PAYMENT,3988.28,C962996807,20819.57,16831.29,M535755809,92275.6,96263.88,0,0
389,TRANSFER,1909.54,C207282053,10177.31,8267.77,C333902766,92611.29,94520.83,0,0
577,TRANSFER,3076.06,C730987843,8855.58,5779.52,C464189922,39035.97,42112.03,0,0
689,DEBIT,5296.98,C684765144,16943.12,11646.14,C739408114,3289.68,8586.66,0,0
3,DEBIT,5100.97,C135254154,30636.35,25535.38,C199826598,4716.43,9817.4,0,0
429,TRANSFER,497.68,C302956634,7807.45,7309.77,C488207092,18021.22,18518.9,0,0
142,TRANSFER,1397.74,C102847150,41280.75,39883.01,C156883643,67999.08,69396.82,0,0
376,PAYMENT,299.61,C193493038,25280.57,24980.96,M962522066,40601.86,40901.47,0,0
670,PAYMENT,2265.27,C491716139,47682.94,45417.67,M658175520,55349.41,57614.68,0,0
324,DEBIT,7742.6,C536354673,26353.86,18611.26,C943402738,91011.93,98754.53,0,0
146,PAYMENT,506.76,C651694578,43787.11,43280.35,M397572611,58443.19,58949.95,0,0
293,CASH_IN,1297.24,C728942825,32954.47,31657.23,C387067245,44070.83,45368.07,0,0
665,TRANSFER,7704.24,C920156052,43664.55,35960.31,C951898192,65587.07,73291.31,0,0
432,TRANSFER,3471.92,C189166362,23853.51,20381.59,C363189245,74331.86,77803.78,0,0
705,PAYMENT,189.57,C548861745,5371.21,5181.64,M533055513,75279.25,75468.82,0,0
585,CASH_OUT,1403.36,C613581290,3804.0,2400.64,C708391064,62760.26,64163.62,0,0
399,TRANSFER,11038.43,C786383374,15375.34,4336.91,C346921713,8984.4,20022.83,0,0
344,TRANSFER,1514.38,C423826763,15104.84,13590.46,C815801439,56379.64,57894.02,0,0
140,PAYMENT,2486.59,C223942293,46168.56,43681.97,M748604336,77384.13,79870.72,0,0
187,PAYMENT,3023.08,C843839968,9690.26,6667.18,M865565913,45815.24,48838.32,0,0
61,TRANSFER,2731.1,C592721073,25519.57,22788.47,C747010590,28009.28,30740.38,0,0
380,PAYMENT,1833.26,C440773365,36419.92,34586.66,M142935889,3390.33,5223.59,0,0
710,CASH_OUT,361.2,C634831855,35385.52,35024.32,C409243129,19311.93,19673.13,0,0
440,CASH_OUT,3086.06,C659494842,32079.7,28993.64,C504640717,39269.69,42355.75,0,0
319,PAYMENT,6774.92,C761427956,1627.31,0.0,M409817365,74117.89,80892.81,0,0
302,CASH_OUT,7110.24,C989337396,31333.83,24223.59,C529924404,79255.21,86365.45,0,0
344,PAYMENT,2254.75,C484300784,38187.7,35932.95,M452339972,33857.74,36112.49,0,0
11,CASH_OUT,1699.16,C251409198,9078.36,7379.2,C568546280,73842.23,75541.39,0,0
62,PAYMENT,1021.02,C426604571,33006.13,31985.11,M826514482,37952.33,38973.35,0,0
226,PAYMENT,278.33,C652998293,22192.51,21914.18,M922144051,296.45,574.78,0,0
153,PAYMENT,5371.47,C186601623,10247.53,4876.06,M316181885,91301.4,96672.87,0,0
711,CASH_OUT,373.51,C486646164,30551.31,30177.8,C833765135,6389.35,6762.86,0,0
564,PAYMENT,854.0,C862775267,4505.67,3651.67,M788395588,81705.32,82559.32,0,0
571,PAYMENT,3376.52,C801118149,11566.52,8190.0,M184094902,48268.37,51644.89,0,0
584,TRANSFER,3054.95,C409615052,8214.03,5159.08,C600868770,52491.06,55546.01,0,0
660,PAYMENT,2861.51,C459443956,24290.53,21429.02,M732427430,6102.41,8963.92,0,0
575,CASH_OUT,3389.15,C221926035,4956.83,1567.68,C649779050,72805.75,76194.9,0,0
310,TRANSFER,1957.09,C250855931,49707.4,47750.31,C464888481,29804.66,31761.75,0,0
243,DEBIT,425.9,C185848200,28583.99,28158.09,C368032090,81905.07,82330.97,0,0
493,PAYMENT,16034.62,C954347610,27519.52,11484.9,M123219321,61697.49,77732.11,0,0
366,PAYMENT,5572.29,C470746557,32514.61,26942.32,M488604781,16913.64,22485.93,0,0
330,CASH_OUT,1415.36,C229047405,22080.09,20664.73,C784259459,86576.35,87991.71,0,0
107,CASH_OUT,1894.29,C798992114,28297.58,26403.29,C919093357,87072.65,88966.94,0,0
226,PAYMENT,1255.34,C979839267,21487.22,20231.88,M990095929,49930.71,51186.05,0,0
218,TRANSFER,2545.13,C566426793,26663.81,24118.68,C706284670,19913.03,22458.16,0,0
506,CASH_OUT,3288.91,C378998666,30724.58,27435.67,C789690501,77322.07,80610.98,0,0
259,PAYMENT,663.49,C298907489,31900.93,31237.44,M286763420,59848.2,60511.69,0,0
517,CASH_OUT,1422.59,C280045843,43236.13,41813.54,C482303853,92923.52,94346.11,0,0
54,PAYMENT,2560.76,C889252366,25488.7,22927.94,M382662251,30146.38,32707.14,0,0
47,CASH_IN,11066.23,C580277157,25191.74,14125.51,C227154668,78528.92,89595.15,0,0
727,TRANSFER,987.14,C912749413,49619.61,48632.47,C696300339,56691.21,57678.35,0,0
689,PAYMENT,3421.23,C938210746,7373.13,3951.9,M925927203,770.14,4191.37,0,0
521,TRANSFER,1069.19,C725492018,4199.54,3130.35,C428745093,61289.71,62358.9,0,0
99,CASH_IN,247.21,C543162243,39142.93,38895.72,C425764153,31346.53,31593.74,0,0
20,CASH_OUT,3680.78,C782170936,8836.99,5156.21,C775960187,20789.5,24470.28,0,0
573,PAYMENT,2624.61,C212139123,7715.25,5090.64,M807298744,77097.83,79722.44,0,0
490,TRANSFER,1810.61,C481108411,33990.61,32180.0,C622516022,34486.43,36297.04,0,0
419,TRANSFER,2815.1,C354525315,40975.91,38160.81,C147511101,61549.36,64364.46,0,0
690,PAYMENT,5291.12,C897207361,3205.92,0.0,M843297659,84323.81,89614.93,0,0
62,PAYMENT,3536.7,C672928190,33596.0,30059.3,M636112186,22793.94,26330.64,0,0
145,TRANSFER,4881.61,C263667648,20463.97,15582.36,C527125437,14392.94,19274.55,0,0
216,TRANSFER,861.29,C467976870,4426.75,3565.46,C191776945,19051.74,19913.03,0,0
3,PAYMENT,4034.65,C445158140,16197.89,12163.24,M713145077,13126.64,17161.29,0,0
160,CASH_OUT,1120.75,C260284287,27673.59,26552.84,C683814364,56703.48,57824.23,0,0
739,TRANSFER,57.17,C449066075,20667.92,20610.75,C527687564,75889.55,75946.72,0,0
120,PAYMENT,115.36,C994655333,3067.56,2952.2,M935486003,2215.76,2331.12,0,0
89,PAYMENT,3281.62,C658010876,25236.03,21954.41,M969714185,15071.45,18353.07,0,0
329,CASH_OUT,798.32,C361611393,19385.53,18587.21,C846780487,50587.31,51385.63,0,0
580,CASH_OUT,923.92,C495028871,14882.08,13958.16,C325697994,17460.41,18384.33,0,0
357,CASH_OUT,2440.98,C417954577,15728.39,13287.41,C966028752,82446.64,84887.62,0,0
610,PAYMENT,3387.24,C784288210,46622.57,43235.33,M527917132,95036.41,98423.65,0,0
267,TRANSFER,2051.12,C326822338,44894.14,42843.02,C774869485,29460.45,31511.57,0,0
617,DEBIT,3068.61,C744898672,43952.6,40883.99,C161147602,9287.53,12356.14,0,0
323,TRANSFER,7082.78,C687290103,17664.73,10581.95,C284949930,65504.07,72586.85,0,0
635,PAYMENT,4818.11,C670902574,48633.67,43815.56,M772960823,50125.39,54943.5,0,0
541,CASH_OUT,693.74,C860567368,47611.02,46917.28,C809600577,57050.07,57743.81,0,0
649,PAYMENT,5937.29,C613493148,30869.15,24931.86,M523189504,99688.44,105625.73,0,0
195,PAYMENT,886.94,C478525656,23020.56,22133.62,M316606304,81652.13,82539.07,0,0
738,PAYMENT,2706.35,C352862508,46966.64,44260.29,M581718967,36479.56,39185.91,0,0
332,PAYMENT,5197.94,C755029472,4778.06,0.0,M717187174,76741.4,81939.34,0,0
170,TRANSFER,2446.74,C850526538,33551.57,31104.83,C171588136,45710.86,48157.6,0,0
521,PAYMENT,4107.27,C590550437,41859.8,37752.53,M730322909,18078.43,22185.7,0,0
463,DEBIT,6560.16,C398373214,10667.55,4107.39,C711264255,8372.74,14932.9,0,0
40,TRANSFER,8528.36,C535259266,48843.04,40314.68,C875706592,39456.12,47984.48,0,0
537,TRANSFER,1326.77,C605527307,39430.31,38103.54,C804746812,99794.3,101121.07,0,0
261,TRANSFER,12328.17,C674749004,6328.04,0.0,C387821169,39769.38,39769.38,1,0
395,CASH_OUT,797.54,C744621511,45182.28,44384.74,C803092279,99390.4,100187.94,0,0
226,TRANSFER,1555.61,C203290132,12344.96,10789.35,C998473830,17203.44,18759.05,0,0
124,CASH_OUT,3580.15,C877223696,37307.63,33727.48,C184060073,51636.29,55216.44,0,0
38,CASH_OUT,8784.22,C332233868,44340.48,35556.26,C300428660,36920.57,45704.79,0,0
328,CASH_OUT,140.99,C569002980,20876.93,20735.94,C213757190,42130.93,42271.92,0,0
251,TRANSFER,7285.39,C845452806,4878.77,0.0,C386030852,49114.22,56399.61,0,0
176,CASH_OUT,16571.8,C872244961,44043.38,27471.58,C937051309,57099.99,73671.79,0,0
602,TRANSFER,6013.21,C157256041,1290.56,0.0,C507755089,94248.59,100261.8,0,0
454,PAYMENT,291.8,C506214706,9287.34,8995.54,M432587843,47333.69,47625.49,0,0
37,PAYMENT,4597.42,C849414300,41453.29,36855.87,M567903354,71961.13,76558.55,0,0
316,CASH_IN,2557.47,C596772004,34236.71,31679.24,C637761214,43187.33,45744.8,0,0
688,PAYMENT,28.93,C497975183,49825.02,49796.09,M384883614,24979.44,25008.37,0,0
593,CASH_OUT,10402.4,C920925340,29037.57,18635.17,C391844002,63623.95,74026.35,0,0
