account_age,month,payment_type,income,employment_status,customer_age,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,proposed_credit_limit,device_fraud_count,fraud_bool
27,7,AD,0.16,CB,81,1171,9599.14,9875.8,15977.11,11,6,818,1,BB,0,0,20,835.99,0,0
11,2,AE,0.49,CG,24,1193,4198.49,9802.09,9628.08,5,4,423,1,BD,1,0,26,835.99,0,0
5,6,AB,0.37,CE,72,1186,1388.25,2373.37,12066.57,11,14,393,1,BF,1,1,6,835.99,0,0
4,7,AE,0.75,CA,63,1219,465.13,4587.65,3814.4,12,10,402,1,BA,1,1,26,835.99,0,0
21,2,AB,0.35,CA,59,1252,14228.78,24262.67,9909.63,11,10,397,0,BC,1,1,2,835.99,0,0
7,0,AC,0.48,CG,42,1124,1176.47,25056.39,6577.35,13,12,435,0,BD,0,1,2,835.99,0,0
11,6,AA,0.77,CE,47,1180,1726.85,2785.25,4100.67,13,1,357,1,BE,0,1,27,835.99,0,0
24,3,AE,0.52,CA,80,1179,10804.92,2959.43,303.39,15,10,398,0,BA,0,1,33,835.99,0,0
8,1,AB,0.12,CD,79,1179,4556.19,14372.4,1221.89,0,1,332,1,BD,0,1,32,835.99,0,0
14,1,AB,0.24,CF,47,1181,4085.39,7827.25,9508.4,19,1,614,0,BD,0,1,31,835.99,0,0
21,6,AD,0.75,CB,57,1289,4355.05,352.82,2672.41,9,11,357,1,BB,1,1,34,835.99,0,0
18,0,AE,0.35,CB,83,1170,13097.26,6559.53,2061.49,12,1,535,1,BE,1,1,4,835.99,0,0
27,5,AD,0.67,CE,52,1176,3794.16,6550.36,396.21,1,0,426,0,BC,1,1,6,835.99,0,0
12,4,AD,0.51,CA,54,1196,127.67,6417.54,6231.83,4,2,468,1,BB,0,1,14,835.99,2,0
18,4,AB,0.88,CF,79,1205,1644.94,11253.24,1373.77,3,0,787,1,BA,1,1,29,835.99,0,0
24,2,AC,0.26,CB,31,1191,37.19,518.59,2638.16,4,0,380,1,BF,1,1,25,835.99,0,0
0,3,AE,0.42,CD,80,1201,587.12,3289.29,2584.03,7,2,799,1,BA,1,1,29,835.99,0,0
6,4,AB,0.45,CB,66,1194,3052.16,1957.9,213.63,3,12,800,1,BE,0,1,28,835.99,0,0
10,0,AA,0.29,CF,40,1251,2200.59,1500.72,5110.68,11,0,611,1,BD,1,1,7,835.99,0,0
24,4,AC,0.84,CG,43,1159,6350.47,5260.14,7120.82,0,6,684,0,BC,1,1,25,835.99,0,0
10,3,AC,0.84,CB,35,1153,2073.18,6170.16,3177.04,4,13,791,1,BE,0,1,20,835.99,0,0
20,5,AD,0.23,CD,58,1200,1191.77,15700.6,10360.11,6,12,747,1,BA,1,1,25,835.99,0,0
4,0,AE,0.81,CF,80,1260,2871.86,4818.09,8696.77,9,8,521,0,BC,0,1,26,835.99,0,0
15,2,AD,0.25,CF,70,1260,1375.97,2128.41,14572.99,17,1,407,0,BE,1,1,28,835.99,0,0
11,7,AE,0.72,CE,27,1241,2101.84,162.45,12388.81,12,4,623,1,BD,1,1,7,835.99,0,0
26,4,AA,0.5,CG,63,1228,886.33,3538.2,12965.36,3,0,560,1,BB,1,1,28,835.99,0,0
25,4,AB,0.48,CG,39,1182,4728.45,1439.77,4247.7,6,10,800,0,BC,1,1,26,835.99,0,0
26,5,AD,0.78,CG,43,1227,3969.58,833.47,8677.77,3,3,619,1,BB,1,1,20,835.99,0,0
21,3,AB,0.15,CF,32,1236,524.54,3482.89,3443.33,19,2,722,0,BE,0,1,17,835.99,0,0
27,3,AD,0.17,CE,40,1195,4009.6,110.67,449.0,13,8,446,0,BB,1,1,10,835.99,0,0
1,1,AB,0.89,CB,37,1198,3547.73,7290.55,5175.83,9,1,418,1,BD,1,1,35,835.99,0,0
3,2,AD,0.23,CF,69,1301,1512.28,1847.29,20398.94,6,9,354,1,BD,1,1,24,835.99,0,0
9,7,AA,0.19,CD,32,1257,3461.16,11615.06,16391.24,5,9,595,1,BA,1,1,12,835.99,0,0
11,3,AE,0.29,CA,64,1181,369.6,3678.29,4693.01,19,10,805,1,BD,1,1,29,835.99,0,1
10,4,AD,0.76,CD,77,1212,171.21,15272.95,9472.8,10,11,611,0,BA,1,1,12,835.99,0,0
4,7,AA,0.88,CF,42,1146,3269.15,6950.71,7630.49,2,13,657,1,BA,0,1,5,835.99,0,0
24,3,AC,0.69,CA,67,1239,4661.72,13156.88,11764.2,9,13,324,1,BA,1,1,29,835.99,0,0
13,0,AB,0.79,CC,60,1177,8500.85,2251.73,2133.9,9,13,563,1,BE,1,0,14,835.99,0,1
17,5,AA,0.2,CD,74,1139,3325.2,3827.43,313.28,11,10,682,1,BC,1,1,33,835.99,0,0
13,6,AD,0.12,CD,66,1186,738.89,2085.36,2380.37,6,7,410,1,BD,1,1,23,835.99,0,0
9,1,AB,0.54,CE,46,1165,2407.56,557.62,7540.83,12,5,732,1,BB,0,1,13,835.99,0,0
20,2,AE,0.78,CA,66,1198,843.96,6206.53,348.04,0,12,463,1,BF,1,1,30,835.99,0,0
0,6,AB,0.23,CF,58,1188,7140.95,3498.53,2284.57,14,9,492,1,BC,1,1,5,835.99,0,0
18,5,AA,0.28,CF,38,1221,3775.59,8380.54,1296.98,10,3,741,0,BE,0,0,17,835.99,0,0
7,0,AD,0.15,CC,49,1222,491.57,22844.26,582.11,15,1,412,1,BD,0,0,28,835.99,0,0
20,7,AD,0.45,CB,18,1252,844.02,10800.78,6974.32,15,9,804,1,BB,1,1,31,835.99,0,0
25,7,AE,0.43,CB,63,1185,1235.49,3527.64,3904.54,2,4,371,1,BB,1,0,27,835.99,0,0
17,0,AE,0.77,CD,29,1227,6.14,13599.1,10454.06,10,3,803,1,BB,1,1,23,835.99,0,0
26,5,AE,0.79,CF,52,1224,28.62,2363.67,5295.61,11,2,722,1,BF,1,1,10,835.99,0,0
26,0,AE,0.39,CF,30,1251,1379.97,5215.52,17603.34,1,2,772,1,BE,1,1,10,835.99,0,0
4,3,AD,0.39,CD,80,1221,13.0,4793.33,16689.36,7,5,698,0,BB,1,1,2,835.99,0,0
1,0,AB,0.23,CD,35,1159,271.26,1098.36,3962.03,6,12,721,0,BD,1,1,20,835.99,0,0
24,6,AD,0.73,CB,73,1235,172.06,683.77,3829.51,6,12,574,1,BD,1,1,22,835.99,0,0
16,7,AD,0.81,CG,62,1152,2677.79,11947.41,3672.9,7,4,616,1,BE,0,1,13,835.99,0,0
15,5,AD,0.44,CG,43,1172,3052.88,9120.82,3142.02,16,11,505,1,BD,1,1,22,835.99,0,0
24,4,AC,0.45,CA,57,1178,4853.46,4927.28,2618.82,10,4,421,0,BC,1,1,6,835.99,0,0
3,2,AA,0.8,CD,57,1168,436.13,324.53,24068.05,6,13,818,1,BB,0,1,16,835.99,0,0
7,6,AB,0.31,CA,36,1192,829.99,1935.51,25780.44,18,0,304,1,BE,0,1,10,835.99,0,0
15,1,AD,0.3,CC,47,1191,5186.93,8514.62,8486.52,17,8,685,1,BE,1,1,11,835.99,0,0
20,0,AC,0.82,CE,48,1264,347.71,2937.59,33748.79,5,2,734,0,BA,1,1,13,835.99,0,0
26,1,AD,0.52,CB,79,1227,391.25,3642.36,19903.83,19,1,370,0,BA,0,1,29,835.99,0,0
27,1,AD,0.23,CE,39,1197,2314.56,777.52,884.23,19,9,819,1,BD,0,0,16,835.99,0,0
6,7,AE,0.58,CF,58,1197,7775.21,1733.43,11033.78,4,0,747,1,BD,1,1,26,835.99,0,0
27,6,AD,0.81,CE,77,1207,2954.61,58.01,12623.32,4,14,590,0,BD,1,1,0,835.99,0,0
22,1,AA,0.79,CF,26,1198,5831.25,6249.42,10713.13,8,2,470,1,BF,0,1,2,835.99,0,0
22,5,AA,0.73,CD,65,1214,1783.45,420.86,15593.14,17,7,660,0,BC,1,0,9,835.99,0,0
2,4,AB,0.39,CE,76,1222,72.34,2982.85,9561.31,0,2,571,1,BA,1,1,6,835.99,0,0
2,7,AC,0.67,CF,84,1178,2059.95,594.46,1583.42,18,13,546,1,BE,1,1,20,835.99,0,0
25,6,AD,0.15,CD,84,1197,581.44,8281.47,23592.48,17,4,739,1,BF,1,1,2,835.99,0,0
24,0,AA,0.3,CG,55,1196,3010.26,15848.42,10173.95,19,12,810,1,BD,1,1,16,835.99,0,0
21,7,AB,0.59,CD,67,1173,292.68,1027.61,2036.62,2,14,482,1,BC,0,1,25,835.99,0,0
7,1,AD,0.75,CG,35,1224,2165.87,5315.9,8387.78,16,1,607,0,BC,0,1,30,835.99,0,0
23,5,AC,0.84,CD,69,1171,500.86,3656.25,44.78,12,10,597,1,BB,1,1,1,835.99,0,0
22,0,AE,0.1,CE,81,1167,2483.28,5583.85,67.86,6,4,732,1,BB,1,1,23,835.99,0,0
9,5,AA,0.22,CG,80,1192,1432.58,8419.13,4127.68,10,7,313,1,BA,1,1,3,835.99,0,0
29,1,AD,0.45,CG,70,1189,221.71,396.37,836.34,17,13,416,0,BA,1,1,8,835.99,0,0
12,4,AB,0.15,CD,83,1185,2291.26,4474.92,14038.4,1,10,488,1,BD,1,1,23,835.99,0,1
24,4,AB,0.64,CD,36,1234,1063.5,6723.19,7108.28,6,11,338,0,BB,1,1,3,835.99,0,0
25,5,AA,0.51,CE,56,1229,2675.6,3753.69,9820.77,16,4,303,1,BA,1,1,14,835.99,0,0
8,6,AB,0.7,CD,51,1206,7085.55,4219.51,5265.4,13,11,711,0,BC,0,1,2,835.99,0,0
22,6,AE,0.1,CG,83,1229,2203.73,425.39,628.62,7,7,803,1,BA,1,1,26,835.99,0,0
4,5,AB,0.2,CB,19,1209,236.67,3246.29,4119.4,15,4,715,0,BC,1,1,20,835.99,0,0
25,7,AB,0.68,CG,22,1196,2464.64,10656.64,1386.65,13,4,598,1,BC,1,1,21,835.99,0,0
7,3,AB,0.87,CA,45,1174,294.98,1917.78,3568.3,5,13,754,0,BF,0,1,34,835.99,0,1
3,1,AB,0.57,CE,54,1223,9690.57,1918.2,1521.14,19,4,758,1,BC,1,1,34,835.99,0,0
23,6,AE,0.41,CD,65,1241,9753.87,3926.19,5667.2,8,5,677,0,BE,1,1,8,835.99,0,0
12,6,AA,0.11,CC,63,1207,1781.54,178.1,4870.49,15,13,544,0,BB,1,1,27,835.99,1,1
21,1,AA,0.78,CE,34,1215,8579.45,5148.11,2194.13,6,12,695,1,BF,0,1,13,835.99,0,0
22,2,AA,0.86,CE,47,1234,1618.19,17856.34,6230.02,17,6,743,1,BA,1,1,1,835.99,0,0
2,1,AC,0.31,CF,22,1150,2259.39,2175.79,6250.72,6,9,723,1,BF,1,1,1,835.99,0,0
23,6,AE,0.7,CB,73,1205,2282.28,6492.78,11302.6,10,9,539,0,BF,1,1,5,835.99,0,0
1,2,AC,0.21,CE,74,1256,10886.02,920.44,428.41,17,12,523,0,BA,1,0,25,835.99,0,0
16,5,AB,0.14,CA,80,1221,6068.42,6460.9,10532.16,3,5,481,0,BC,1,1,29,835.99,0,0
20,2,AB,0.43,CG,34,1158,7669.24,8419.7,3637.63,17,13,583,0,BA,1,1,32,835.99,0,1
0,5,AB,0.66,CD,79,1242,5139.0,5815.55,435.99,15,0,545,1,BB,1,1,32,835.99,0,0
13,1,AE,0.23,CD,31,1224,4158.75,697.4,1169.97,13,13,555,1,BD,1,1,24,835.99,1,0
20,1,AB,0.57,CF,42,1207,2034.65,2768.04,1107.78,13,1,762,1,BE,1,1,7,835.99,0,0
3,7,AA,0.32,CG,47,1215,261.97,2814.56,5078.39,18,1,468,1,BD,0,1,27,835.99,1,0
13,7,AD,0.23,CC,38,1185,1862.01,5772.39,8536.11,11,0,793,0,BF,1,1,34,835.99,0,0
13,3,AE,0.88,CF,41,1184,440.3,9524.89,8564.88,16,11,368,1,BA,1,1,27,835.99,0,0
12,6,AE,0.53,CF,62,1164,102.03,4311.26,421.88,7,10,550,0,BB,1,1,12,835.99,0,0
0,3,AC,0.58,CG,77,1217,8088.07,193.33,784.5,10,4,452,1,BB,1,1,24,835.99,0,0
20,5,AD,0.22,CA,43,1206,2912.25,3272.63,3834.53,5,6,638,1,BC,1,1,23,835.99,0,0
13,6,AA,0.77,CB,48,1131,1597.07,6988.29,2845.4,5,5,430,1,BC,0,1,23,835.99,0,0
3,0,AC,0.43,CB,48,1168,183.72,12625.99,2865.44,12,3,770,1,BE,1,1,4,835.99,0,0
4,2,AE,0.1,CC,73,1251,3730.06,7060.59,21147.8,14,4,466,0,BE,1,1,7,835.99,0,0
26,3,AA,0.1,CC,79,1171,697.58,7065.32,2050.0,16,9,474,0,BC,1,1,13,835.99,0,0
7,1,AE,0.17,CE,68,1172,3418.95,7914.96,6003.86,9,0,560,1,BC,1,1,35,835.99,0,0
8,4,AC,0.41,CF,73,1162,731.64,3544.76,4175.26,17,1,373,1,BE,1,1,12,835.99,0,0
27,7,AE,0.1,CA,71,1225,179.12,1916.78,1979.22,16,12,711,0,BA,0,1,2,835.99,0,0
0,4,AE,0.54,CF,69,1218,2054.45,4830.78,16734.71,12,3,519,0,BD,1,1,24,835.99,0,0
20,1,AD,0.54,CF,56,1270,9834.71,1482.09,3972.94,9,5,768,0,BC,0,1,20,835.99,0,0
27,3,AB,0.62,CB,34,1274,795.16,1937.0,8890.76,15,0,599,1,BA,1,0,19,835.99,0,0
21,2,AA,0.65,CG,21,1187,923.65,3746.27,1707.15,16,8,583,0,BD,0,1,18,835.99,0,0
2,3,AD,0.63,CC,53,1189,12422.07,281.83,17401.67,4,9,664,1,BC,0,1,10,835.99,0,0
18,4,AB,0.16,CF,69,1163,1243.56,3919.45,3549.33,3,2,709,0,BB,0,1,26,835.99,0,0
24,1,AD,0.51,CE,34,1154,6674.45,4140.95,8379.89,18,7,360,0,BA,1,1,29,835.99,0,0
16,0,AE,0.78,CC,60,1169,2856.49,2523.47,1120.56,19,8,626,0,BA,1,1,33,835.99,0,0
10,5,AE,0.69,CF,63,1185,33.84,131.25,6614.49,6,3,690,0,BD,1,1,11,835.99,0,0
5,4,AE,0.5,CA,26,1179,6392.1,7974.68,3843.26,19,5,715,1,BD,1,1,13,835.99,0,0
9,0,AA,0.73,CE,75,1213,1660.38,4396.2,15317.53,9,12,517,0,BD,1,1,12,835.99,0,0
27,6,AE,0.69,CG,20,1217,863.33,785.36,13011.57,13,13,528,1,BC,0,1,30,835.99,0,1
0,4,AB,0.29,CE,24,1174,1774.92,5624.28,13507.39,8,11,386,1,BA,1,1,24,835.99,0,0
3,7,AB,0.17,CA,67,1274,4315.34,2441.51,3728.65,0,13,619,1,BE,0,1,16,835.99,0,0
13,1,AD,0.18,CE,78,1189,4183.48,2723.94,20296.18,11,7,788,1,BB,0,1,15,835.99,0,0
5,5,AD,0.33,CF,76,1186,1059.36,1265.02,11193.32,15,4,688,0,BB,0,1,20,835.99,0,0
19,6,AC,0.29,CE,20,1169,1320.17,9801.07,6083.31,7,8,721,0,BD,1,1,27,835.99,0,0
27,1,AE,0.64,CE,64,1171,5415.13,819.99,1184.39,1,12,325,1,BE,1,1,15,835.99,0,1
14,6,AA,0.11,CE,64,1230,699.52,241.97,4867.05,6,14,302,1,BD,1,1,23,835.99,0,0
28,2,AE,0.12,CE,74,1236,132.46,13147.53,16045.11,5,10,447,0,BE,1,1,0,835.99,0,0
13,0,AB,0.56,CA,59,1172,636.21,3096.9,521.77,1,6,734,1,BE,1,1,5,835.99,0,0
15,1,AB,0.5,CG,21,1209,1007.68,2698.47,2758.23,12,13,809,1,BA,0,1,21,835.99,0,0
26,4,AB,0.76,CD,31,1150,1509.28,2497.38,3765.42,9,5,728,0,BC,0,1,11,835.99,0,0
17,1,AB,0.9,CA,21,1233,3837.71,4972.12,55.28,17,0,320,0,BE,1,1,33,835.99,0,0
6,2,AD,0.88,CC,52,1211,4463.52,737.57,8840.37,14,1,408,0,BC,1,1,32,835.99,0,0
19,4,AB,0.76,CC,76,1203,1383.95,5462.07,9199.07,19,7,323,1,BA,1,1,22,835.99,0,0
0,4,AE,0.84,CD,22,1211,5700.92,9047.56,16516.09,17,4,598,1,BE,1,1,7,835.99,0,0
2,0,AD,0.44,CF,59,1170,3428.58,573.63,1679.86,15,4,509,1,BA,1,1,31,835.99,1,0
1,3,AA,0.21,CC,69,1163,2983.14,5951.3,6174.03,11,10,528,1,BA,0,1,0,835.99,0,0
8,7,AA,0.64,CE,33,1193,250.99,354.52,21701.24,4,9,628,1,BE,1,1,29,835.99,0,0
24,1,AA,0.16,CA,68,1197,1105.93,690.28,21585.97,7,5,737,1,BF,0,1,25,835.99,0,0
25,7,AB,0.71,CB,28,1213,1045.66,391.49,1004.37,13,10,828,1,BC,1,1,23,835.99,0,0
16,7,AA,0.32,CD,59,1197,6457.79,6637.66,14939.19,14,9,775,0,BF,1,1,23,835.99,0,1
28,6,AE,0.6,CF,37,1195,4489.13,4547.23,12836.69,9,6,383,0,BB,0,0,25,835.99,0,0
7,2,AE,0.32,CC,45,1166,4742.11,1438.93,4726.78,4,1,791,1,BC,1,1,0,835.99,0,0
13,7,AE,0.18,CB,18,1169,1093.15,2747.88,3610.19,16,14,682,0,BA,1,1,6,835.99,0,0
18,7,AD,0.15,CF,49,1210,156.43,5902.32,6260.87,3,11,703,1,BC,0,1,27,835.99,0,0
14,1,AB,0.63,CE,56,1196,187.05,3838.2,986.19,1,0,772,0,BE,1,1,1,835.99,0,0
16,7,AE,0.51,CG,72,1166,1108.69,4797.88,3369.64,4,2,724,1,BC,1,1,17,835.99,0,0
28,5,AB,0.22,CF,30,1225,292.28,12561.94,12241.8,10,4,632,1,BE,1,1,23,835.99,0,0
20,7,AC,0.6,CB,66,1230,241.64,10236.51,669.06,17,0,758,1,BB,1,1,32,835.99,0,0
22,3,AE,0.56,CE,23,1190,1431.04,9507.06,9608.27,5,3,686,1,BC,1,1,29,835.99,0,0
2,5,AD,0.36,CA,78,1261,832.15,26448.63,3992.85,4,14,491,1,BB,1,1,27,835.99,0,1
11,3,AD,0.34,CF,54,1142,1113.51,312.54,31491.47,6,9,660,0,BD,0,1,34,835.99,0,0
20,7,AD,0.78,CG,21,1178,2744.7,3100.16,8273.47,16,6,798,0,BC,1,1,6,835.99,0,0
9,7,AE,0.56,CE,28,1211,34.93,287.29,11895.39,15,1,498,0,BF,1,1,32,835.99,1,0
18,6,AB,0.74,CC,25,1237,981.19,3872.09,7535.57,18,13,494,1,BC,1,1,27,835.99,0,0
26,0,AA,0.8,CB,54,1206,2710.18,2390.86,15289.05,3,14,727,1,BF,1,1,3,835.99,0,0
9,6,AC,0.72,CA,51,1208,498.16,2752.07,11895.12,6,5,782,1,BC,1,1,31,835.99,0,0
25,1,AB,0.7,CB,46,1160,2003.81,4546.82,3555.45,1,1,849,1,BB,1,1,30,835.99,1,0
19,3,AE,0.9,CG,82,1166,5226.3,2675.68,9086.25,9,13,749,1,BF,1,1,22,835.99,0,1
5,0,AC,0.87,CC,57,1235,1776.19,1358.79,4009.55,10,8,384,0,BA,1,1,12,835.99,0,0
7,2,AE,0.16,CC,55,1176,3574.43,565.67,1779.14,19,4,397,1,BC,1,1,32,835.99,0,0
24,4,AD,0.12,CC,75,1209,1464.31,26159.25,10193.18,12,11,617,1,BA,0,1,11,835.99,0,0
25,6,AB,0.89,CB,42,1213,65.57,2609.76,2538.96,15,5,587,1,BA,0,1,1,835.99,0,0
9,3,AB,0.21,CE,66,1216,407.11,5329.52,1434.93,1,9,453,0,BE,1,1,19,835.99,0,0
25,2,AC,0.53,CD,58,1192,4372.88,2900.38,6167.42,15,3,300,1,BD,1,1,3,835.99,0,0
6,6,AA,0.47,CD,73,1222,1394.88,3749.26,8814.46,17,8,765,0,BC,0,1,18,835.99,0,0
22,2,AA,0.5,CD,78,1172,527.23,0.65,1763.81,11,7,760,0,BF,0,1,23,835.99,0,0
17,5,AA,0.63,CE,84,1174,601.9,234.52,5814.06,4,7,643,1,BC,1,1,23,835.99,0,0
12,5,AC,0.22,CG,57,1210,1840.37,1774.09,4481.75,17,10,593,0,BB,1,1,0,835.99,0,0
29,0,AD,0.2,CB,70,1190,1177.48,1303.48,1391.23,16,13,421,0,BE,1,1,22,835.99,0,0
26,6,AC,0.66,CA,28,1188,8802.5,7621.27,6236.97,0,8,822,0,BD,1,1,13,835.99,0,0
0,0,AB,0.32,CD,47,1210,2313.3,9823.43,6306.03,0,1,343,0,BB,1,1,28,835.99,0,0
8,4,AA,0.37,CA,75,1149,383.12,6836.2,6011.68,9,11,425,1,BC,0,1,35,835.99,0,0
22,7,AB,0.88,CE,47,1202,4272.38,11538.64,11866.28,9,1,617,1,BE,1,1,9,835.99,0,0
7,3,AA,0.26,CC,58,1193,4213.09,5966.33,15500.17,16,11,647,0,BD,0,1,14,835.99,0,0
13,1,AD,0.68,CF,75,1210,639.03,2422.97,6341.76,14,1,559,0,BD,1,1,24,835.99,0,0
7,0,AE,0.49,CB,49,1168,7523.14,4256.92,2657.52,1,12,403,1,BF,1,1,8,835.99,0,0
2,0,AC,0.58,CC,40,1208,1014.49,2215.35,14540.86,3,1,461,1,BD,1,1,33,835.99,0,0
8,7,AD,0.12,CB,65,1209,4054.29,10412.35,1630.66,4,8,737,1,BB,1,0,8,835.99,0,0
13,2,AC,0.69,CC,34,1231,5597.91,1873.6,1896.12,18,14,748,0,BA,1,1,7,835.99,0,0
6,1,AC,0.26,CC,61,1216,389.86,7203.03,3716.78,17,0,365,1,BC,1,1,31,835.99,0,0
25,4,AA,0.45,CF,64,1219,935.3,565.33,2855.23,14,5,801,1,BA,1,1,30,835.99,0,0
9,0,AD,0.69,CA,29,1222,228.22,825.52,7175.01,18,9,748,1,BB,1,1,33,835.99,0,0
16,2,AE,0.25,CA,41,1185,4950.72,15564.9,4066.39,17,14,833,1,BA,0,1,19,835.99,0,0
5,2,AB,0.67,CF,66,1232,807.13,3850.1,7825.11,16,13,843,1,BB,1,1,3,835.99,0,0
22,3,AB,0.84,CE,22,1221,1942.3,7628.62,12609.04,3,13,413,1,BB,1,1,16,835.99,0,0
14,0,AE,0.38,CD,73,1218,5998.97,424.38,4172.85,5,13,651,0,BC,0,1,22,835.99,0,1
2,3,AA,0.44,CD,29,1167,278.75,366.55,40.55,8,2,680,0,BC,1,1,24,835.99,0,0
2,4,AD,0.8,CB,59,1259,2537.38,3678.12,22392.66,8,13,587,1,BC,1,1,1,835.99,0,0
19,3,AD,0.68,CA,19,1182,3107.32,713.79,3356.25,19,0,317,0,BF,0,1,1,835.99,0,0
18,7,AB,0.12,CG,41,1201,850.68,9345.01,19142.21,18,10,329,1,BB,0,1,4,835.99,0,0
3,0,AC,0.34,CA,33,1212,2603.54,494.52,11502.17,12,7,535,1,BC,1,1,8,835.99,0,0
0,5,AC,0.54,CG,53,1242,3919.07,5022.04,3286.59,18,8,558,1,BF,1,1,20,835.99,0,1
7,0,AD,0.77,CF,35,1175,483.06,1357.06,364.33,11,8,469,1,BF,0,1,8,835.99,0,0
25,2,AD,0.29,CA,81,1165,940.23,2053.51,9298.26,12,14,652,0,BC,1,1,22,835.99,0,0
16,5,AD,0.14,CF,26,1204,1687.44,3563.04,12954.83,0,13,822,1,BA,0,1,17,835.99,0,0
6,1,AE,0.57,CB,70,1216,2108.82,649.79,17427.05,10,9,785,1,BB,0,1,30,835.99,0,0
4,2,AC,0.61,CC,41,1147,2656.04,3389.44,2881.62,13,7,361,1,BD,1,0,16,835.99,0,0
12,5,AD,0.55,CF,80,1183,3709.78,15347.19,3067.0,15,5,412,0,BA,0,1,7,835.99,0,0
26,5,AC,0.28,CD,59,1249,6942.98,2873.19,2024.47,0,1,846,1,BB,1,1,28,835.99,0,0
9,3,AB,0.27,CF,46,1145,1471.72,2100.63,37379.62,9,7,820,0,BB,1,1,1,835.99,0,0
29,4,AB,0.25,CC,20,1183,6000.42,3304.79,12329.11,2,14,559,1,BE,0,0,30,835.99,0,0
15,5,AB,0.37,CA,84,1200,5377.72,2130.31,9521.17,19,10,354,1,BF,1,1,32,835.99,1,0
12,2,AC,0.37,CA,45,1215,2146.13,633.75,163.17,15,7,806,1,BB,0,1,17,835.99,0,0
11,1,AA,0.79,CD,73,1186,2718.83,7122.19,3056.02,7,6,391,1,BC,1,1,26,835.99,0,0
23,6,AA,0.19,CE,50,1211,697.52,687.07,4458.53,14,8,732,1,BD,1,1,10,835.99,0,0
10,5,AD,0.45,CA,79,1179,4206.37,446.52,15198.18,0,9,417,0,BC,1,1,26,835.99,0,1
18,5,AC,0.14,CE,25,1271,462.65,4569.31,4164.04,16,14,568,1,BD,1,1,5,835.99,0,0
11,7,AA,0.14,CC,23,1140,263.26,1100.56,331.11,1,11,696,0,BD,1,1,17,835.99,0,1
7,7,AB,0.35,CB,29,1236,895.61,5893.16,4176.97,4,3,708,1,BB,0,1,13,835.99,0,0
0,3,AC,0.29,CE,23,1213,408.72,6741.64,1172.77,2,4,659,1,BD,1,1,3,835.99,0,0
2,7,AB,0.88,CA,63,1246,787.08,2178.87,23721.01,18,12,659,0,BA,1,1,21,835.99,0,0
1,0,AE,0.13,CC,18,1268,756.18,3426.03,63.15,10,3,435,0,BA,1,1,1,835.99,0,0
13,3,AC,0.19,CG,49,1177,5097.83,1291.27,8066.79,2,4,711,0,BA,0,1,25,835.99,0,0
20,4,AC,0.76,CA,45,1181,4543.25,4101.33,10484.79,16,0,591,1,BA,1,0,11,835.99,0,0
6,6,AD,0.78,CD,33,1253,1050.94,390.3,9930.98,12,14,503,1,BF,1,1,13,835.99,0,0
9,5,AD,0.19,CA,29,1251,5883.11,6766.1,558.55,1,8,425,1,BA,0,1,13,835.99,0,0
7,3,AB,0.58,CG,27,1177,5.79,585.87,34131.02,4,3,357,1,BF,1,1,26,835.99,0,0
17,4,AE,0.5,CA,69,1211,6809.43,3663.16,4026.92,3,12,690,1,BA,1,1,7,835.99,0,0
3,2,AA,0.55,CD,65,1261,928.25,61.7,9019.1,1,8,768,0,BD,1,1,3,835.99,0,0
27,4,AE,0.37,CC,62,1178,1295.47,8455.12,16804.6,12,4,386,0,BD,1,1,21,835.99,0,0
20,5,AC,0.86,CD,74,1272,154.17,7981.26,8181.88,1,10,668,0,BB,1,1,30,835.99,0,1
4,2,AA,0.48,CD,31,1173,16214.91,9476.68,2023.24,4,2,399,1,BB,1,1,33,835.99,0,0
17,7,AA,0.33,CC,53,1179,1475.45,2502.28,31522.34,13,11,530,1,BA,0,0,25,835.99,0,0
9,7,AB,0.53,CC,41,1228,86.66,14728.31,9954.63,18,3,772,0,BE,1,1,8,835.99,0,0
15,2,AC,0.3,CC,73,1128,2987.32,299.76,265.05,15,0,613,1,BE,0,1,1,835.99,2,0
20,6,AD,0.77,CC,52,1209,652.09,355.76,5581.97,7,9,702,0,BB,0,1,23,835.99,0,0
10,5,AE,0.77,CG,21,1218,77.68,16923.06,3785.81,2,5,679,0,BE,0,1,15,835.99,0,0
24,1,AB,0.68,CC,24,1170,6512.92,8020.96,6665.47,12,7,463,1,BA,0,1,29,835.99,0,0
7,2,AE,0.19,CF,80,1181,4104.2,2176.96,8862.91,1,14,726,1,BC,0,1,17,835.99,0,1
1,3,AC,0.21,CG,40,1191,516.36,14930.01,6048.3,8,1,800,0,BD,1,1,7,835.99,0,0
15,7,AC,0.6,CA,78,1188,964.35,4487.46,14348.37,9,5,634,1,BA,1,1,5,835.99,0,0
2,2,AB,0.78,CC,20,1220,670.54,10676.47,13279.7,16,6,509,1,BF,1,1,0,835.99,0,0
10,4,AE,0.38,CB,45,1189,1130.28,5957.28,14297.38,5,8,630,0,BD,0,1,18,835.99,0,0
0,5,AE,0.75,CC,52,1212,2371.78,129.32,334.59,5,12,515,0,BA,1,1,34,835.99,0,0
