student_id,career_label,cgpa,tenth_percentage,twelfth_percentage,aptitude_quant,aptitude_logical,aptitude_verbal,aptitude_technical,aptitude_total,num_projects,project_complexity,num_certifications,cert_relevance,interest_match,domain_match,skill_python,skill_java,skill_c,skill_cpp,skill_javascript,skill_typescript,skill_html,skill_css,skill_react,skill_nextjs,skill_nodejs,skill_fastapi,skill_restapi,skill_sql,skill_mysql,skill_postgresql,skill_mongodb,skill_pandas,skill_numpy,skill_statistics,skill_powerbi,skill_tableau,skill_sklearn,skill_tensorflow,skill_pytorch,skill_machine_learning,skill_deep_learning,skill_aws,skill_gcp,skill_azure,skill_docker,skill_kubernetes,skill_git,skill_linux,skill_dsa
811,Data Analyst,6.4,76.3,68.7,71.0,85.6,75.8,57.3,72.4,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,1,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Data Analyst,7.71,72.9,56.3,76.2,58.2,67.1,71.2,68.2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
813,Data Analyst,7.84,82.7,87.5,87.6,82.3,49.5,82.7,75.5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,2,3,3,0,0,2,0,0,0,1,0,0,0,2,0,1
814,Data Analyst,6.76,69.6,64.1,71.5,60.8,73.4,91.5,74.3,1,2,1,1,1,1,2,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,2,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0
815,Data Analyst,6.67,80.9,71.8,74.2,77.1,49.1,74.4,68.7,4,3,1,1,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,3,0,0,0,3,3,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
816,Data Analyst,6.77,81.1,55.3,100.0,49.2,77.8,94.4,81.2,4,3,0,0,0,1,2,0,0,0,2,0,2,2,0,0,0,0,0,3,0,0,0,3,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
817,Data Analyst,7.94,66.2,64.5,84.1,83.9,49.6,84.1,75.4,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
818,Data Analyst,8.31,78.9,74.2,68.2,67.9,66.5,80.5,70.8,4,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Data Analyst,7.6,86.7,71.0,59.9,53.5,46.1,81.0,60.1,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
820,Data Analyst,7.62,87.7,65.9,84.9,52.2,78.2,74.7,72.5,0,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Data Analyst,7.84,80.3,75.3,81.9,80.0,62.7,98.5,80.8,2,3,1,1,0,0,3,0,0,0,0,2,0,1,0,1,0,0,3,2,1,0,0,1,0,1,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0
822,Data Analyst,7.1,74.3,77.3,66.5,76.9,88.5,84.2,79.0,3,2,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
823,Data Analyst,5.81,84.7,68.1,79.3,86.4,62.3,93.8,80.5,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0
824,Data Analyst,6.29,78.8,77.3,88.1,78.0,70.8,85.2,80.5,4,2,0,0,0,1,3,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,3,3,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
825,Data Analyst,8.05,83.0,85.4,60.8,65.7,55.4,73.7,63.9,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,3,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
826,Data Analyst,9.08,87.8,72.2,68.8,69.8,72.4,84.8,74.0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,2,2,0,2,0,0,0,0,0,0,0,1,2,0,0
827,Data Analyst,8.2,83.7,92.6,75.3,74.8,52.0,81.6,70.9,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0
828,Data Analyst,8.12,76.0,72.4,58.8,68.3,68.3,73.3,67.2,0,2,2,0,1,1,2,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,3,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
829,Data Analyst,7.45,81.8,86.1,63.8,63.3,51.7,75.1,63.5,1,2,2,1,1,1,0,0,2,0,0,3,0,0,2,0,0,0,2,2,0,0,0,2,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0
830,Data Analyst,7.93,78.5,81.0,79.0,82.0,55.5,70.4,71.7,2,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Data Analyst,8.22,81.2,79.3,50.2,82.0,63.8,80.5,69.1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
832,Data Analyst,7.94,66.4,66.3,70.8,78.9,76.0,86.7,78.1,3,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,2,1,2,0,0,0,0,1,0,0,0,0,2,0,2,1
833,Data Analyst,7.87,84.5,66.0,45.0,76.2,53.6,73.9,62.2,2,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,3,3,2,0,0,1,0,0,1,0,0,0,0,0,1,0
834,Data Analyst,6.35,62.6,86.7,75.7,79.0,61.4,66.8,70.7,1,2,0,0,1,1,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0
835,Data Analyst,7.01,62.0,61.8,77.4,74.1,83.9,71.9,76.8,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,3,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
836,Data Analyst,8.38,67.4,69.7,78.6,81.7,42.8,69.0,68.0,1,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0
837,Data Analyst,6.84,79.2,75.5,67.4,68.9,53.8,75.7,66.5,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,3,1,0,2,0,0,1,0,0,2,0,0,0,0,0
838,Data Analyst,8.74,77.5,96.9,59.8,87.0,77.9,78.1,75.7,3,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
839,Data Analyst,7.43,82.3,83.1,52.3,57.2,74.0,92.7,69.0,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
840,Data Analyst,7.72,84.0,80.0,55.4,53.6,60.8,100.0,69.2,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
841,Data Analyst,6.85,86.1,78.9,50.8,67.0,61.9,70.5,62.5,3,1,2,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0
842,Data Analyst,7.47,79.9,85.2,82.2,54.0,71.2,82.4,72.4,2,3,1,1,1,1,3,1,0,0,0,0,1,1,1,0,2,0,2,3,0,3,0,0,3,3,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0
843,Data Analyst,8.64,71.1,82.1,92.6,66.7,54.7,54.2,67.0,3,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Data Analyst,7.77,82.5,72.1,61.0,60.1,54.3,50.5,56.5,1,3,1,1,1,0,1,0,0,0,0,0,0,2,2,0,2,0,0,3,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,Data Analyst,8.09,83.1,70.6,72.3,62.6,54.8,65.0,63.7,3,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,3,0,2,0,0,0,1,2,0,2,0,0,0,0,0,0
846,Data Analyst,7.0,70.6,75.9,71.4,81.5,59.7,67.0,69.9,2,3,2,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,3,3,1,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
847,Data Analyst,7.5,92.0,73.8,91.8,85.7,81.1,66.5,81.3,2,2,2,0,1,1,3,1,0,1,0,2,0,1,0,0,0,0,1,2,0,2,0,2,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
848,Data Analyst,8.18,83.3,72.4,49.6,59.4,72.1,63.9,61.2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,2,2,2,0,1,2,0,1,0,0,0,0,0,0,0,1
849,Data Analyst,5.87,79.1,60.2,78.6,80.8,85.4,67.7,78.1,3,2,2,1,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,2,1,3,3,2,0,0,0,0,2,1,0,0,2,0,0,0,1
850,Data Analyst,8.79,90.1,73.1,67.4,66.6,54.8,65.3,63.5,1,1,3,1,1,0,2,1,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,3,2,2,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0
851,Data Analyst,6.86,79.9,87.8,62.6,66.2,84.0,88.2,75.2,3,1,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
852,Data Analyst,7.03,67.0,68.4,88.2,75.7,81.2,100.0,86.5,4,3,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,3,3,3,2,1,0,0,0,0,0,1,1,2,0,0,0,0,0
853,Data Analyst,7.06,82.5,83.7,53.9,86.9,68.6,74.7,71.0,2,3,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,0,3,1,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
854,Data Analyst,6.43,72.3,66.9,73.3,66.2,74.4,77.5,72.8,2,2,2,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0
855,Data Analyst,7.92,64.0,76.4,58.1,82.3,79.1,83.4,75.7,3,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2
856,Data Analyst,6.35,82.2,89.0,65.1,74.5,53.9,61.8,63.8,3,3,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,1,1,3,0,1,0,0,0,0,2,0,0,1,0,0,0
857,Data Analyst,6.7,74.7,85.1,94.9,68.1,68.1,68.9,75.0,4,2,1,1,0,1,3,2,2,0,0,0,0,1,0,0,0,1,0,3,1,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Data Analyst,7.72,75.2,80.7,80.1,74.6,86.7,88.1,82.4,3,2,2,1,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,3,3,2,3,0,0,1,0,0,0,2,0,0,0,2,1,0,0
859,Data Analyst,8.37,78.6,81.6,83.7,65.4,73.4,75.3,74.5,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0
860,Data Analyst,7.74,64.4,89.8,86.8,81.5,72.7,74.7,78.9,2,2,2,1,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,2,2,1,1,3,0,2,0,1,0,0,0,0,0,0,1,0,0
861,Data Analyst,7.54,69.1,66.0,86.7,48.5,93.3,64.6,73.3,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,0,0,0,0,0,0,2,0,0,2
862,Data Analyst,7.63,84.6,70.0,82.8,78.3,73.6,71.9,76.7,1,2,2,1,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Data Analyst,7.12,75.6,86.5,49.4,68.7,90.2,62.1,67.6,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
864,Data Analyst,8.22,80.1,99.8,66.8,52.0,75.0,94.7,72.1,3,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
865,Data Analyst,6.22,93.6,92.2,47.6,62.1,68.3,65.1,60.8,4,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0
866,Data Analyst,5.98,94.5,67.1,73.8,73.1,67.7,69.1,70.9,1,2,1,0,1,1,2,1,2,0,0,0,0,2,0,0,2,0,0,3,0,1,0,3,0,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0
867,Data Analyst,7.15,75.2,68.8,69.9,66.0,81.0,67.4,71.1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,2,0,2,0,0,0,1,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
868,Data Analyst,6.9,77.0,76.7,45.7,62.7,67.1,74.8,62.6,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
869,Data Analyst,7.88,76.7,72.1,76.3,76.7,79.5,70.8,75.8,3,3,1,1,1,1,3,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,3,3,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1
870,Data Analyst,7.05,65.3,77.8,76.6,83.2,81.1,73.9,78.7,2,1,2,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0
871,Data Analyst,7.58,78.8,81.0,96.7,47.6,73.8,82.5,75.2,2,3,1,1,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,3,1,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0
872,Data Analyst,6.71,79.9,75.6,52.6,66.2,79.0,75.1,68.2,1,2,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
873,Data Analyst,7.76,72.4,89.6,61.8,85.4,68.9,61.0,69.3,4,3,3,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,1,2,3,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
874,Data Analyst,6.34,84.3,85.8,59.4,79.4,89.4,79.7,77.0,4,2,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0
875,Data Analyst,7.06,85.8,100.0,70.5,73.5,69.4,71.3,71.2,3,2,3,1,1,1,0,1,0,0,2,0,1,0,0,2,0,0,0,2,0,2,0,3,3,2,2,3,1,0,0,0,0,0,0,0,1,0,0,2,0
876,Data Analyst,6.93,91.5,77.0,76.0,84.3,41.6,59.9,65.5,0,2,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
877,Data Analyst,7.1,61.2,90.4,68.5,69.1,46.1,83.9,66.9,4,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Data Analyst,8.01,67.4,74.1,85.8,59.9,58.1,66.7,67.6,0,3,2,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0
879,Data Analyst,7.1,85.3,73.1,73.5,77.1,61.1,93.2,76.2,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Data Analyst,7.22,68.4,76.8,65.4,74.6,60.3,86.5,71.7,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
881,Data Analyst,8.08,68.5,64.7,92.5,68.4,80.6,88.5,82.5,4,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
882,Data Analyst,6.29,76.3,83.5,83.0,69.8,59.0,78.1,72.5,2,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,1,2,2,0,0,0,0,1,1,2,2,0,2,0,0,0
883,Data Analyst,7.07,82.9,76.4,77.0,76.5,66.5,77.3,74.3,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0
884,Data Analyst,7.37,71.3,71.4,72.6,71.7,82.5,90.4,79.3,4,2,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
885,Data Analyst,7.07,68.8,83.7,71.2,91.6,71.1,63.3,74.3,3,3,1,1,1,1,3,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
886,Data Analyst,7.06,78.7,65.9,66.6,80.3,75.0,84.4,76.6,2,2,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,2,3,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0
887,Data Analyst,7.1,89.0,80.0,69.9,84.4,69.0,63.6,71.7,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
888,Data Analyst,7.54,80.7,79.3,68.7,83.5,72.3,88.0,78.1,1,3,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2
889,Data Analyst,8.37,73.6,89.4,81.7,63.0,53.7,62.6,65.2,3,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Data Analyst,6.63,78.2,63.1,71.1,100.0,72.0,80.8,81.8,4,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,3,3,3,3,2,0,0,0,1,0,0,0,0,2,1,0,2,0
891,Data Analyst,8.24,81.4,81.3,48.8,87.4,50.2,69.9,64.1,2,2,0,0,1,1,2,0,2,0,1,0,0,0,0,2,1,0,0,2,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
892,Data Analyst,8.26,72.7,75.1,70.6,67.3,50.3,97.7,71.5,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
893,Data Analyst,7.32,77.2,59.9,66.9,76.9,59.9,68.1,68.0,2,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
894,Data Analyst,8.19,60.6,83.1,77.2,90.2,58.7,79.4,76.4,3,2,2,1,1,1,3,0,2,0,0,0,0,1,0,0,0,1,0,2,2,1,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
895,Data Analyst,9.07,83.1,85.2,96.9,73.5,66.6,83.5,80.1,2,1,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,2,2,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Data Analyst,6.9,64.4,68.5,75.7,94.8,67.6,68.5,76.7,1,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
897,Data Analyst,7.94,78.3,81.2,84.1,66.7,55.4,81.6,72.0,1,1,2,1,1,1,3,0,0,1,0,0,0,2,0,1,0,0,0,3,1,0,0,2,2,2,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0
898,Data Analyst,6.7,76.6,82.4,79.4,78.9,82.2,72.3,78.2,2,2,2,0,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,3,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0
899,Data Analyst,6.68,75.3,79.4,49.1,64.7,70.6,80.1,66.1,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Data Analyst,7.66,74.7,100.0,84.8,75.0,66.5,64.1,72.6,3,2,2,0,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,2,3,2,0,0,0,0,2,0,0,0,0,1,2,0,0
901,Data Analyst,7.61,77.5,67.5,70.2,82.7,66.1,65.8,71.2,2,3,2,1,1,1,0,0,0,0,2,0,0,0,0,2,2,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
902,Data Analyst,7.06,72.8,87.3,70.3,69.3,90.1,70.8,75.1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,2,3,2,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0
903,Data Analyst,7.73,89.5,76.6,70.7,82.4,76.9,65.2,73.8,2,2,3,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
904,Data Analyst,8.11,84.5,81.1,82.3,90.2,65.2,70.6,77.1,2,2,2,1,1,0,2,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,2,2,0
905,Data Analyst,7.11,77.8,81.9,85.1,89.6,48.6,75.3,74.6,2,3,2,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
906,Data Analyst,7.0,90.2,72.8,84.0,68.3,70.3,70.6,73.3,3,2,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Data Analyst,8.11,87.3,66.5,71.4,77.2,62.4,86.6,74.4,2,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Data Analyst,9.08,64.7,85.8,74.3,79.0,76.7,89.5,79.9,4,3,1,1,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
909,Data Analyst,8.62,80.0,81.4,70.9,81.5,79.0,64.8,74.0,3,2,1,0,1,1,2,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
910,Data Analyst,8.08,89.1,85.5,62.9,71.4,45.3,79.5,64.8,3,2,1,1,0,1,3,0,0,0,0,1,2,1,0,0,0,1,1,2,0,0,0,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
911,Data Analyst,8.62,72.5,76.9,62.8,82.8,85.8,56.1,71.9,3,2,3,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,3
912,Data Analyst,8.21,79.0,75.4,65.0,39.0,53.2,97.5,63.7,2,1,0,0,1,1,3,0,2,0,2,0,0,0,0,1,0,0,0,3,2,0,0,2,0,3,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0
913,Data Analyst,5.39,89.8,74.7,63.4,74.2,53.9,67.1,64.7,2,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0
914,Data Analyst,6.85,74.7,84.8,52.2,75.6,77.7,84.9,72.6,2,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,3,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1
915,Data Analyst,7.53,76.0,80.7,80.8,52.1,56.5,75.1,66.1,1,2,1,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0,0,1,0,0,1,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
916,Data Analyst,7.75,79.4,83.9,66.4,70.5,76.5,60.6,68.5,3,2,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,3,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0
917,Data Analyst,6.91,96.7,74.0,75.0,63.6,33.8,80.0,63.1,2,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,3,2,0,1,0,0,0,1,0,2,0,2,0,0,0,1,0
918,Data Analyst,6.84,79.7,75.9,64.4,85.2,73.1,83.8,76.6,2,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0
919,Data Analyst,7.31,83.8,79.0,75.8,69.1,72.5,69.0,71.6,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
920,Data Analyst,7.76,74.0,82.7,67.7,66.2,75.3,66.0,68.8,1,1,2,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Data Analyst,7.29,99.0,79.2,92.6,57.3,97.8,91.6,84.8,3,3,1,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,3,0,3,0,2,1,3,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0
